-9.50332 39.03779
-8.90985 36.92109
-8.35830 34.94184
-7.84242 33.07748
-7.35647 31.30663
-6.89478 29.60762
-6.45128 27.95615
-6.01847 26.32078
-5.58493 24.65153
-5.12641 22.83954
-4.53013 20.37356
-4.21630 18.99730
-3.82624 17.15868
-3.60655 16.02255
-3.48053 15.31960
-3.39084 14.78786
-3.32137 14.35307
-3.26497 13.98196
-3.21775 13.65636
-3.17735 13.36511
-3.14222 13.10083
-3.11127 12.85833
-3.08371 12.63385
-3.05896 12.42451
-3.03656 12.22812
-3.01615 12.04292
-2.99745 11.86749
-2.98023 11.70069
-2.96428 11.54154
-2.94946 11.38925
-2.93563 11.24313
-2.92266 11.10259
-2.91047 10.96713
-2.89896 10.83630
-2.88807 10.70973
-2.87772 10.58707
-2.86785 10.46803
-2.85843 10.35233
-2.84940 10.23975
-2.84071 10.13006
-2.83235 10.02307
-2.82426 9.91862
-2.81643 9.81654
-2.80883 9.71668
-2.80143 9.61893
-2.79421 9.52315
-2.78715 9.42923
-2.78023 9.33709
-2.77343 9.24662
-2.76675 9.15773
-2.76016 9.07035
-2.75365 8.98441
-2.74721 8.89983
-2.74083 8.81655
-2.73449 8.73451
-2.72820 8.65365
-2.72193 8.57393
-2.71568 8.49529
-2.70944 8.41770
-2.70321 8.34109
-2.69697 8.26545
-2.69072 8.19072
-2.68446 8.11687
-2.67818 8.04387
-2.67186 7.97168
-2.66552 7.90029
-2.65914 7.82964
-2.65272 7.75973
-2.64625 7.69053
-2.63973 7.62200
-2.63316 7.55413
-2.62653 7.48689
-2.61983 7.42027
-2.61308 7.35425
-2.60625 7.28880
-2.59935 7.22390
-2.59238 7.15955
-2.58533 7.09572
-2.57821 7.03240
-2.57100 6.96957
-2.56370 6.90722
-2.55632 6.84533
-2.54885 6.78390
-2.54129 6.72290
-2.53363 6.66233
-2.52588 6.60218
-2.51803 6.54243
-2.51009 6.48308
-2.50204 6.42410
-2.49389 6.36550
-2.48564 6.30727
-2.47728 6.24939
-2.46881 6.19185
-2.46024 6.13466
-2.45155 6.07779
-2.44276 6.02124
-2.43385 5.96501
-2.42483 5.90908
-2.41569 5.85345
-2.40644 5.79812
-2.39707 5.74307
-2.38758 5.68830
-2.37797 5.63381
-2.36823 5.57958
-2.35838 5.52561
-2.34841 5.47190
-2.33831 5.41844
-2.32808 5.36523
-2.31773 5.31226
-2.30726 5.25952
-2.29665 5.20701
-2.28592 5.15473
-2.27506 5.10268
-2.26406 5.05084
-2.25294 4.99921
-2.24168 4.94779
-2.23030 4.89658
-2.21877 4.84557
-2.20712 4.79475
-2.19532 4.74413
-2.18340 4.69370
-2.17133 4.64346
-2.15913 4.59340
-2.14679 4.54352
-2.13431 4.49382
-2.12169 4.44430
-2.10893 4.39494
-2.09603 4.34575
-2.08299 4.29673
-2.06981 4.24786
-2.05648 4.19916
-2.04301 4.15062
-2.02939 4.10223
-2.01563 4.05398
-2.00172 4.00589
-1.98766 3.95795
-1.97346 3.91015
-1.95911 3.86249
-1.94461 3.81497
-1.92996 3.76758
-1.91516 3.72033
-1.90020 3.67322
-1.88510 3.62623
-1.86984 3.57937
-1.85443 3.53263
-1.83887 3.48602
-1.82315 3.43954
-1.80727 3.39317
-1.79124 3.34691
-1.77505 3.30078
-1.75870 3.25475
-1.74219 3.20884
-1.72552 3.16304
-1.70869 3.11735
-1.69170 3.07176
-1.67455 3.02627
-1.65723 2.98089
-1.63975 2.93560
-1.62210 2.89042
-1.60429 2.84533
-1.58631 2.80033
-1.56816 2.75543
-1.54984 2.71061
-1.53135 2.66589
-1.51269 2.62125
-1.49386 2.57670
-1.47485 2.53222
-1.45567 2.48783
-1.43631 2.44352
-1.41677 2.39929
-1.39705 2.35513
-1.37716 2.31104
-1.35708 2.26703
-1.33682 2.22308
-1.31637 2.17920
-1.29574 2.13538
-1.27492 2.09163
-1.25392 2.04794
-1.23272 2.00430
-1.21133 1.96072
-1.18974 1.91720
-1.16796 1.87372
-1.14598 1.83030
-1.12380 1.78692
-1.10142 1.74359
-1.07884 1.70029
-1.05605 1.65704
-1.03305 1.61382
-1.00984 1.57063
-0.98641 1.52748
-0.96277 1.48435
-0.93892 1.44125
-0.91484 1.39816
-0.89054 1.35510
-0.86601 1.31205
-0.84125 1.26901
-0.81625 1.22598
-0.79102 1.18295
-0.76556 1.13992
-0.73984 1.09688
-0.71388 1.05384
-0.68767 1.01078
-0.66120 0.96771
-0.63447 0.92461
-0.60747 0.88149
-0.58020 0.83833
-0.55266 0.79513
-0.52484 0.75189
-0.49673 0.70859
-0.46833 0.66524
-0.43962 0.62183
-0.41062 0.57834
-0.38130 0.53477
-0.35165 0.49112
-0.32168 0.44737
-0.29137 0.40351
-0.26072 0.35954
-0.22971 0.31545
-0.19833 0.27122
-0.16657 0.22684
-0.13443 0.18230
-0.10188 0.13758
-0.06892 0.09268
-0.03553 0.04758
-0.00169 0.00225
0.03262 -0.04332
0.06740 -0.08914
0.10268 -0.13524
0.13849 -0.18165
0.17485 -0.22838
0.21178 -0.27548
0.24930 -0.32295
0.28747 -0.37085
0.32629 -0.41921
0.36583 -0.46806
0.40611 -0.51747
0.44718 -0.56746
0.48910 -0.61812
0.53194 -0.66949
0.57575 -0.72166
0.62061 -0.77472
0.66663 -0.82875
0.71390 -0.88389
0.76254 -0.94027
0.81271 -0.99805
0.86459 -1.05742
0.91838 -1.11864
0.97436 -1.18200
1.03287 -1.24788
1.09435 -1.31679
1.15939 -1.38939
1.22880 -1.46660
1.30380 -1.54981
1.38626 -1.64115
1.47945 -1.74439
1.59010 -1.86727
1.73787 -2.03254
2.00722 -2.34049
2.21922 -2.59293
2.36996 -2.78029
2.47176 -2.91150
2.55344 -3.01993
2.62335 -3.11523
2.68533 -3.20180
2.74151 -3.28210
2.79322 -3.35762
2.84135 -3.42941
2.88655 -3.49818
2.92929 -3.56448
2.96993 -3.62870
3.00876 -3.69119
3.04601 -3.75218
3.08186 -3.81190
3.11648 -3.87052
3.14999 -3.92820
3.18250 -3.98504
3.21411 -4.04117
3.24490 -4.09668
3.27495 -4.15165
3.30431 -4.20615
3.33306 -4.26025
3.36122 -4.31400
3.38887 -4.36747
3.41602 -4.42069
3.44272 -4.47371
3.46901 -4.52658
3.49491 -4.57931
3.52046 -4.63197
3.54567 -4.68456
3.57058 -4.73713
3.59521 -4.78969
3.61956 -4.84229
3.64368 -4.89493
3.66757 -4.94765
3.69125 -5.00047
3.71473 -5.05340
3.73804 -5.10648
3.76118 -5.15971
3.78417 -5.21312
3.80702 -5.26673
3.82975 -5.32056
3.85236 -5.37461
3.87487 -5.42891
3.89729 -5.48348
3.91963 -5.53833
3.94189 -5.59348
3.96409 -5.64894
3.98624 -5.70473
4.00834 -5.76087
4.03041 -5.81737
4.05245 -5.87424
4.07447 -5.93150
4.09647 -5.98917
4.11848 -6.04727
4.14049 -6.10579
4.16251 -6.16477
4.18455 -6.22422
4.20662 -6.28415
4.22872 -6.34458
4.25086 -6.40553
4.27305 -6.46700
4.29529 -6.52902
4.31760 -6.59160
4.33997 -6.65476
4.36242 -6.71851
4.38496 -6.78287
4.40758 -6.84787
4.43030 -6.91351
4.45312 -6.97981
4.47605 -7.04680
4.49910 -7.11448
4.52227 -7.18289
4.54558 -7.25203
4.56902 -7.32193
4.59261 -7.39261
4.61635 -7.46409
4.64025 -7.53638
4.66431 -7.60951
4.68856 -7.68351
4.71298 -7.75839
4.73759 -7.83418
4.76241 -7.91090
4.78742 -7.98857
4.81266 -8.06722
4.83811 -8.14688
4.86380 -8.22757
4.88972 -8.30932
4.91590 -8.39215
4.94233 -8.47610
4.96903 -8.56119
4.99601 -8.64746
5.02327 -8.73493
5.05083 -8.82364
5.07869 -8.91362
5.10687 -9.00491
5.13538 -9.09753
5.16423 -9.19153
5.19343 -9.28695
5.22300 -9.38382
5.25294 -9.48219
5.28326 -9.58209
5.31399 -9.68357
5.34513 -9.78667
5.37669 -9.89145
5.40870 -9.99794
5.44117 -10.10619
5.47410 -10.21627
5.50753 -10.32822
5.54146 -10.44209
5.57591 -10.55795
5.61090 -10.67586
5.64645 -10.79587
5.68257 -10.91805
5.71929 -11.04247
5.75663 -11.16920
5.79460 -11.29831
5.83324 -11.42988
5.87255 -11.56398
5.91258 -11.70070
5.95333 -11.84013
5.99485 -11.98234
6.03715 -12.12745
6.08027 -12.27554
6.12422 -12.42671
6.16906 -12.58108
6.21480 -12.73875
6.26148 -12.89984
6.30914 -13.06448
6.35782 -13.23279
6.40754 -13.40490
