3.13159 0.00000
3.13129 -0.00237
3.13042 -0.00461
3.12899 -0.00686
3.12698 -0.00924
3.12434 -0.01189
3.12100 -0.01494
3.11683 -0.01850
3.11169 -0.02274
3.10539 -0.02783
3.09769 -0.03396
3.08830 -0.04137
3.07687 -0.05035
3.06297 -0.06124
3.04606 -0.07446
3.02550 -0.09050
3.00052 -0.10997
2.97017 -0.13357
2.93332 -0.16218
2.88859 -0.19678
2.83433 -0.23856
2.76860 -0.28883
2.68909 -0.34904
2.59313 -0.42065
2.47770 -0.50493
2.33954 -0.60261
2.17531 -0.71326
1.98203 -0.83441
1.75769 -0.96045
1.50220 -1.08156
1.21850 -1.18348
0.91349 -1.24911
0.59833 -1.26236
0.28752 -1.21344
-0.00322 -1.10279
-0.25960 -0.94110
-0.47092 -0.74535
-0.63096 -0.53366
-0.73772 -0.32146
-0.79260 -0.12012
-0.79935 0.06255
-0.76333 0.22118
-0.69110 0.35173
-0.59008 0.45099
-0.46841 0.51659
-0.33468 0.54751
-0.19748 0.54459
-0.06496 0.51084
0.05578 0.45130
0.15908 0.37245
0.24099 0.28137
0.29933 0.18501
0.33357 0.08961
0.34466 0.00047
0.33468 -0.07822
0.30668 -0.14334
0.26432 -0.19281
0.21167 -0.22558
0.15292 -0.24161
0.09218 -0.24180
0.03320 -0.22790
-0.02079 -0.20232
-0.06722 -0.16793
-0.10427 -0.12778
-0.13089 -0.08493
-0.14675 -0.04218
-0.15220 -0.00202
-0.14814 0.03354
-0.13594 0.06298
-0.11725 0.08531
-0.09392 0.10007
-0.06785 0.10727
-0.04088 0.10737
-0.01469 0.10118
0.00928 0.08981
0.02989 0.07453
0.04634 0.05669
0.05814 0.03764
0.06516 0.01863
0.06755 0.00076
0.06571 -0.01505
0.06025 -0.02812
0.05192 -0.03802
0.04153 -0.04453
0.02993 -0.04768
0.01795 -0.04768
0.00633 -0.04488
-0.00430 -0.03980
-0.01343 -0.03298
-0.02070 -0.02504
-0.02590 -0.01657
-0.02898 -0.00812
-0.03001 -0.00020
-0.02916 0.00681
-0.02671 0.01260
-0.02298 0.01697
-0.01835 0.01983
-0.01319 0.02120
-0.00787 0.02117
-0.00271 0.01991
0.00200 0.01763
